job_names,company_names,salaries,position_names,kind_jobs,array_skills,locate_names,exp_skills,domain_arr,post_dates_formatted
Senior Java Backend Developer,SHINHAN DS,Up to 40m vnd,Backend Developer,At office,"['Java', 'API', 'Spring Boot', 'Database', 'PL/SQL', 'Oracle']","Floor 3, The Mett Tower, 15 Tran Bach Dang Street, Thu Thiem Ward,, Thu Duc City, Ho Chi Minh","Job Requirements:
Bachelor’s degree in Computer Science/IT or related field
5+ years of experience in web/backend development with Java technologies (Spring Boot, Spring MVC, JPA/Hibernate).
Strong knowledge of PL/SQL and Oracle Database.
Able to perform code review and give suggestions on solutions and designs. 
Strong experience in building RESTful APIs; solid understanding of HTTP, REST, and SOAP services.
Familiarity with Agile development methodologies and tools.
Preferred Qualifications: 
Good experience with Docker & Kubernetes
Experience on Front-end development: ReactJS, Angular. 
Knowledge of Microservice","['Banking', 'Financial Services']",25/11/2025 15:05
"Application Tester(QA QC, AI Model Management Platform)",MEGAZONE,You'll love it,Manual Tester,At office,"['Tester', 'Automation Test', 'MLOps', 'AI', 'QA QC']","54 Lieu Giai, Ba Dinh, Ha Noi","Basic Requirements
Minimum 4 years of experience in application testing and Software Quality Assurance (QA).
Proficient understanding of test case design, execution, and the defect management process.
Experience performing Regression Testing and effectively managing quality in a high-frequency deployment environment.
Fundamental understanding of test automation (knowledge of automation script purpose and functionality).
English reading and writing skills (Essential for understanding and creating professional documents).
Highly Desirable Skills
Experience in testing MLOps platforms, data pipelines, or AI model related systems.
Experience performing tests on AI-based solutions and applications.
Experience in building test automation systems or using automation tools (Selenium, Cypress, etc.).
Experience conducting System Integration Test (SIT) or User Acceptance Test (UAT).
English speaking skills (Ability to conduct business conversation).
Understanding of scripting languages like Python for testing purposes.",['IT Services and IT Consulting'],25/11/2025 15:05
Senior AI Engineer,ELCA,You'll love it,AI / Machine Learning Engineer,Hybrid (flexible between home and office),"['AI', 'LLM', 'Deep Learning', 'Machine Learning', 'Computer Vision', 'Python']","CII Building, 152 Dien Bien Phu, Thanh My Tay Ward , Binh Thanh, Ho Chi Minh","Bachelor’s degree in computer science, AI, or related
Strong knowledge of Python or other programming languages
Able to read and write technical documents in the English language
Good technical, analytical, and problem-solving skills
Passionate, pro-active, and keen to learn new technologies
Knowledge of Machine Learning Algorithms, LLM, Deep Learning, NLP, and Computer Vision
Experience with data preprocessing, feature engineering, and model evaluation techniques.
Experience with AI/ML frameworks (e.g., TensorFlow, PyTorch, OpenAI, RAG,..)
Experience with software engineering and collaboration tools (e.g., Git, JIRA, Microsoft Teams)
At least 5 years of experience working in the IT industry
Including at least 3 years of experience in the AI field as an AI/ML engineer or similar position
Proven experience in coaching and supervising other developers and team members
Nice to have
Knowledge of AI Cloud (Azure, AWS, OCI) is a plus
Knowledge of MLOps tools (e.g., Mlflow, Kubeflow, etc.)
Knowledge of big data platforms (e.g., Spark, Databricks) or data analysis tools (e.g., pandas)
Experience in leading a project or a team","['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",25/11/2025 14:05
"Fullstack Developer Render Mockup (Python, NodeJS, API)",SenPrints,You'll love it,Fullstack Developer,At office,"['Mockups', 'UI-UX', 'Figma', 'API', 'Python', 'NodeJS']","T3-OF08, Timescity, 458 Minh Khai, Hai Ba Trung, Ha Noi","Kinh nghiệm Fullstack từ 1–3 năm (hoặc tương đương).
Kinh nghiệm xử lý render mockup cho các hệ thống POD.
Sử dụng ngôn ngữ lập trình NodeJS hoặc Python.
Thành thạo perspective warp, mask/clipping path, blend mode.
Hiểu cách render mockup 2D/3D.
Có khả năng đọc/ghi buffer ảnh, tối ưu hiệu năng.
Lợi thế:
Có kinh nghiệm render mockup thực tế.",['Publishing and Printing'],25/11/2025 14:05
Cloud/DevOps Engineer,LG CNS Việt Nam,You'll love it,Cloud Engineer,At office,"['DevOps', 'Cloud']","Tầng 15, tòa Keangnam Landmark 72, Mễ Trì, Nam Tu Liem, Ha Noi","Bachelor’s degree or higher in IT, Computer Science, or a related field.
At least 3 years of experience in roles such as Cloud Architect, Cloud Consultant, or DevOps Engineer with expertise in AWS, GCP, or Azure.
Familiarity with scripting languages such as Bash, Python, or Golang is a plus.
Experience with AI/ML technologies, including Cloud AI platforms, AI Orchestrators, and DataOps, is a plus.
Proven experience in leading technical teams or managing projects is an advantage.
In-depth knowledge of system design, architecture patterns, and cloud best practices.
Strong problem-solving abilities and analytical skills.
Proficiency in English; understanding Korean is a significant advantage",['AI Software & Services'],25/11/2025 13:05
Cloud System Engineer (GCP),LG CNS Việt Nam,You'll love it,Cloud Engineer,At office,"['Cloud', 'English']","Tầng 15, tòa Keangnam Landmark 72, Mễ Trì, Nam Tu Liem, Ha Noi","Requirement
[Required]
Graduated from University, Information Technology major or related
Have at least 1 year of experience in System Administrattion or Cloud Administrator
[Preferred]
Experience with managing cloud infrastructure on Google Cloud Platform (GCP), including services like Compute Engine, Cloud Storage, VPC, GKE, and Cloud SQL.
Proficient in Infrastructure-as-Code (IaC) tools like Terraform, Google Cloud Deployment Manager, or equivalent.
Familiarity with CI/CD pipelines and integrating infrastructure management into DevOps practices.
Strong scripting skills in languages like Bash, Python, or Go for automation tasks.
Experience with backup, recovery, and disaster recovery strategies in a cloud environment.
 Opportunity
Attractive salary and bonus will be discussed after going through CV & Interview
Topik allowance
Review capacity annually and adjust salary increases according to work performance.
Health care: Premium health insurance, Annual health check-up
Young working environment
Good career development opportunities with interesting and challenging projects.
English, Korean, technical, soft skills training courses.
Opportunity to learn special courses from LG CNS, new technology and security.
Gifts on holidays (April 30th - May 1st, September 2nd, Tet, etc.)
Outdoor activities with company support: sports clubs, team building, happy hour parties, birthdays, travel, employee and family events, etc.
Working hours: 8 hours from Monday - Friday (8 hours/day)
 Location
Onsite 15th Floor, Keangnam Landmark 72, Me Tri, Nam Tu Liem, Hanoi",['AI Software & Services'],25/11/2025 13:05
SAP SuccessFactors Techincal Consultant,LG CNS Việt Nam,You'll love it,ERP Consultant,At office,"['SAP', 'HRM / HCM', 'English']","Tầng 15, tòa Keangnam Landmark 72, Mễ Trì, Nam Tu Liem, Ha Noi","• Candidates must hold a bachelor’s degree or be in the final stages of completing their degree program.

 • Passion for Solutions and IT Technologies, and have a proactive attitude toward adopting new IT technologies. Possess flexible and effective communication abilities to collaborate with diverse teams and stakeholders.

 • No specific major is required (Candidates from all academic backgrounds are welcome.)

 • Preferred Qualifications (Bonus Points): Proficiency in Korean and English would be considered as a competitive advantage.",['Staffing and Recruiting'],25/11/2025 13:05
"Game Artist (Photoshop, Illustrator, InDesign, UI/UX)",BinarixTech,You'll love it,Game Designer,At office,"['Games', 'Live2D', 'UI-UX', '3ds Max', 'Adobe Photoshop', 'Illustrator']","19A Huỳnh Đình Hai, P. 14, Binh Thanh, Ho Chi Minh","Academic background in Art/Design or equivalent programs.
At least 3 years experience as a Concept Artist, preferably in the i-gaming and casual/mobile game industry.
Professional level in Photoshop, Illustrator, InDesign
Using in advanced the softwares: Photoshop, Illustrator, Spine, Blender/Maya/3ds Max…
Understanding the UX/UI in design.
English communication
Possess good understanding of design standards and visual hierarchy such as in composition, lighting, color, proportion, perspective,…
Good understanding of composition, lighting, color theory, and design principles.
Good level in 2D art: hand-drawing, digital painting and illustration.
Good problem-solving skill.",['Game'],25/11/2025 13:05
"Technical Product Owner (English, Delivery Lead)",Cloud Technology,You'll love it,Product Owner,Hybrid (flexible between home and office),"['Product Owner', 'English', 'Project Management', 'AI', 'Tester', 'Business Analysis']","341-343, Dien Bien Phu - Hd Bank Building , Binh Thanh, Ho Chi Minh","We are open to both Senior and High-Potential Middle candidates who meet the following core criteria:
Technical Background: Prior experience as a Developer, Tester, or Technical BA is essential. You must understand software architecture to communicate effectively with Engineers.
English Proficiency: Excellent verbal and written communication skills are mandatory. You need the ability to debate logic, clarify ambiguities, and confirm requirements with native US speakers.
AI Adaptability: Demonstrated ability to integrate AI tools into daily workflows for efficiency and rapid learning (Heavy AI Usage).
High Ownership: A strong sense of responsibility. You focus on results and solutions, navigating complex reporting lines without waiting for instructions.
Level Differentiation:
Senior: Capable of driving product strategy, managing conflicting stakeholder needs, and leading the team independently.
Middle: Strong technical foundation, fast learning agility, and a willingness to intensively learn the US Healthcare domain.","['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services', 'Healthcare']",25/11/2025 13:05
PHP Senior (Laravel/ AWS) ~ Up to $1400,Extreme Việt Nam,You'll love it,Backend Developer,Hybrid (flexible between home and office),"['PHP', 'AWS', 'Zend', 'Laravel']","Tầng 31, tòa Keangnam Hanoi Landmark 72, Lô E6, Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội, Nam Tu Liem, Ha Noi","- Có trên 5 năm kinh nghiệm phát triển backend với PHP, Laravel hoặc Zend Framework.
- Có kinh nghiệm PHPUnit code
- Thành thạo xây dựng RESTful API và design pattern
- Có kiến thức và kinh nghiệm làm việc với AWS (EC2, ECS, CloudWatch...).
- Có kiến thức về infra, có khả năng thiết kế hệ thống.
- Có hiểu biết cơ bản về cơ chế logging, monitoring, và xử lý log.
- Có kinh nghiệm viết test bằng PHP Unit.
- Hiểu và sử dụng tốt Git, có kinh nghiệm làm việc trong môi trường teamwork.
- Có kĩ năng review tài liệu spec và review code (Code Review) chi tiết, hiệu quả cho các thành viên trong nhóm.",['IT Services and IT Consulting'],25/11/2025 12:05
"Python Developer (Flask, FastAPI, Django)",Extreme Việt Nam,"1,000 - 1,400 USD",Backend Developer,Hybrid (flexible between home and office),"['Python', 'Django', 'FastAPI', 'Flask', 'Odoo', 'Java']","Tầng 31, tòa Keangnam Hanoi Landmark 72, Lô E6, Đường Phạm Hùng, Phường Mễ Trì, Quận Nam Từ Liêm, Hà Nội, Nam Tu Liem, Ha Noi","•        Có từ 3 năm kinh nghiệm chuyên sâu về Python. Biết lập trình thêm 1 ngôn ngữ như Java/NET (từ 1 năm ) hoặc có kinh nghiệm làm việc với Odoo  là một lợi thế.
       •        Thành thạo Python (Flask, FastAPI, Django) (nếu có thể thì biết thêm về Java Spring Boot hoặc .NET Core) có khả năng thiết kế và phát triển dịch vụ backend phức tạp, hiệu năng cao.
       •        Có kỹ năng phân tích yêu cầu kỹ thuật (technical spec) độc lập, đưa ra giải pháp thiết kế và triển khai tối ưu.
       •        Hiểu và áp dụng thành thạo các mẫu kiến trúc phần mềm (Architecture Patterns) như Layered Architecture, Clean Architecture, Microservices, Event-driven design, cũng như các Design Patterns phổ biến (Factory, Repository, Dependency Injection…).
       •        Có kinh nghiệm làm việc với API RESTful ( biết GraphQL là lợi thế), bao gồm authentication/authorization (OAuth2, JWT), rate limiting, và error handling chuẩn.
       •        Thành thạo làm việc với database SQL (PostgreSQL, MSSQL, MySQL) và NoSQL (MongoDB, Redis).
       •        Có kinh nghiệm với CI/CD pipelines (GitLab CI, GitHub Actions, Jenkins) và source control (Git, Git Flow).
       •        Ưu tiên ứng viên có kinh nghiệm trong kiến trúc microservices, containerization (Docker, Kubernetes) và cloud platforms (một trong những cloud như : Azure, AWS, GCP).",['IT Services and IT Consulting'],25/11/2025 12:08
Senior Odoo Developer (Python),Golden Friend,You'll love it,Backend Developer,At office,"['Odoo', 'HTML', 'PostgreSql', 'Python']","Tầng 1, Vincom Cộng Hòa, 15-17 Cộng Hòa, Phường 4, Tan Binh, Ho Chi Minh","Tốt nghiệp Đại học các ngành công nghệ thông tin
Thành thạo lập trình với Python
Ít nhất 2- 3 năm làm việc với Odoo trong việc phát triển, điều chỉnh, triển khai hệ thống và các module thành phần
Hiểu biết và sử dụng các phiên bản Odoo mới
Có kinh nghiệm làm việc với PostgreSQL, hiểu về indexing, optimization, data modeling.
Nắm vững về lập trình Front-End với nền tảng Odoo (QWeb, Website Builder, JS, HTML, CSS) và biết tùy chỉnh giao diện Odoo Settings, Studio
Từng triển khai hệ thống Odoo dạng Self host on Cloud
Có kinh nghiệm phát triển API, thực hiện hợp nhất Odoo với hệ thống bên ngoài
Từng làm việc các thiết bị IOT tích hợp với Odoo (Scanner, POS, Printer, Cân Điện tử,...) là một lợi thế
Hiểu về DevOps, quy trình CI/CD, sử dụng Linux
Kỹ năng giải quyết vấn đề, làm việc nhóm tốt, hoạt động trong môi trường Agile/Scrum",['Retail and Wholesale'],25/11/2025 12:08
Manual QA Engineer (QA QC/Tester/English),Nakivo,Up to 1400$,Manual Tester,At office,"['QA QC', 'Networking', 'Linux', 'Tester', 'Cloud', 'English']","TGI Building, 208 Nguyen Trai, District 1, Ho Chi Minh","● 3 years of experience in software testing
● Possesses strong knowledge of testing methodologies and concepts.
● Experienced in testing features from requirements analysis to regression testing.
● Proficient in writing clear test cases.
● Experienced in Bug Tracking processes and Test Management Tools (JIRA, TestRail, etc.).
● Adept at learning new businesses and systems.
● Experienced in working within an international company.
● Possesses intermediate English skills.
● Knowledge in Microsoft SQL, PostgreSQL, Oracle DB, or any SQL in general
 Nice to have:
● Proficient in Microsoft SQL, PostgreSQL, Oracle DB, or any SQL in general
● Proficient in Computer Networking, Cloud Computing, Virtualization, and Cloud Storage.
● Experienced in creating test data, including virtual machines, Linux/Windows operating systems, and VMware hypervisors.
● Skilled in Linux operating systems.
● Possesses strong problem-solving skills, is adaptable, proactive, and demonstrates ownership.
 Given the high volume of CVs applied, we can only manage to respond to candidates whose profiles aligns with the position within 5 working days. We appreciate your understanding and enthusiastic towards our company","['Cyber Security', 'Software Products and Web Services', 'AI Software & Services']",25/11/2025 12:08
Automation Engineer,what3words,"1,800 - 2,000 USD",Automation Tester,Hybrid (flexible between home and office),"['QA QC', 'Automation Test', 'Jira', 'English']","The Sentry, 15 Đ. Lê Thánh Tôn, Bến Nghé, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam, Thu Duc City, Ho Chi Minh","Essential Skills:
BSc/BA in Computer Science, Engineering or a related field.
2+ years proven experience with integration of automated tests into a build pipeline.
Strong automation testing experience with the ability to create test automation frameworks using open-source technologies, especially for API and backend testing.
Experience in Javascript programming. Our test suite uses Axios, Chai and mocha
API Testing: excellent knowledge of API design, testing methodologies, and automation for RESTful and other API types.
Understanding of build and configuration tools such as Github Actions and CircleCI.
Excellent communication skills in both spoken and written English.
A focus on high-quality work and attention to detail.
Analytical mind and problem-solving aptitude.
Strong organizational skills.
Extra credit if you:
Have working knowledge of docker/kubernetes.
Experience working with performance/load testing tools for backend services.
Are able to understand the business context of what you’re doing – understand the value your work creates.
Enjoy learning new skills in scripting languages and how to use those to showcase our products.

The role is based in our centrally located HCMC office. While you can work from the office five days a week if preferred, our Engineering team can choose to work up to two days a week from home. We also offer a six-week remote-work allowance; for up to six weeks a year, you can work from anywhere in the world (as long as you’ve got great WiFi and are happy to work with your main office timezone).
 Equality, diversity and inclusion at what3words
 Our mission is to help everyone talk about everywhere, and we believe diverse perspectives make for a better company and better products too. We strongly encourage applications from underrepresented groups and are committed to diversity, equity and inclusion in our hiring processes and company culture.
 Benefits
 We offer the following benefits to all permanent employees of what3words:
 Competitive salary
- Flexible working
- 6 week remote working (work from anywhere) policy
- 25 days holiday: plus the option to buy more!
- Share options
- Private health insurance
- Wellbeing Days
- Generous parental leave policies
- Family friendly policies
- Employee Assistance Programme (EAP)
- Lunch & learn sessions
- Team social budget","['E-commerce', 'Software Products and Web Services', 'AI Software & Services']",25/11/2025 20:11
"Product Owner (Agile/Scrum, Jira, Postman, Figma, AI)",VNDIRECT,Very attractive!!!,Product Owner,At office,"['Product Owner', 'AI', 'Postman', 'Jira', 'Scrum', 'Agile']","43 Lê Văn Lương, Nhân Chính, Thanh Xuan, Ha Noi","1. Trình độ học vấn/chứng chỉ
Tốt nghiệp đại học hoặc cao hơn trong các chuyên ngành Kinh tế, Tài chính, Công nghệ thông tin hoặc các ngành liên quan.
Chứng chỉ hành nghề môi giới; Chứng chỉ hành nghề quản lý quỹ; Chứng chỉ hành nghề tư vấn đầu tư chứng khoán.
2. Kinh nghiệm làm việc
Có ít nhất 4-5 năm kinh nghiệm làm việc ở vị trí tương đương trong lĩnh vực chứng khoán/ bảo hiểm/ tài chính
3. Kiến thức/Năng lực chuyên môn/Kỹ năng 
3.1. Kỹ năng chuyên môn
Hiểu biết sâu sắc về quy trình phát triển sản phẩm và phương pháp Agile/Scrum.
Kỹ năng phân tích và giải quyết vấn đề tốt.
Khả năng giao tiếp và làm việc nhóm xuất sắc.
Có khả năng làm việc dưới áp lực và quản lý nhiều nhiệm vụ cùng lúc.
3.2. Kỹ năng số
Sử dụng thành thạo các phần mềm hỗ trợ công việc (Jira, Postman, Figma, Power BI) và các ứng dụng AI như Monica, chat GPT.
4. Năng lực cốt lõi 
Có tố chất và tư duy phù hợp với hệ giá trị cốt lõi của công ty ().","['Insurance', 'Banking', 'IT Services and IT Consulting', 'Securities & Investment', 'Financial Services']",25/11/2025 18:11
UI UX Lead (1-month salary sign-on bonus),"Niteco Vietnam Co., Ltd",You'll love it,UX/UI Designer,At office,"['UI-UX', 'Design', 'English']","14th Floor, CLand Tower, 156 Xa Dan II, Dong Da, Ha Noi","JOB REQUIREMENTS:
Experience: 5+ years of professional experience in UX/UI design, with at least 2 years in a leadership or senior role.
Portfolio: A strong portfolio showcasing a variety of projects that demonstrate your expertise in UX/UI design, strategic thinking, and problem-solving.
Technical Skills: Proficiency with industry-standard design and prototyping tools
Leadership: Proven ability to lead, mentor, and grow a design team.
Communication: Excellent verbal and written communication skills in English and Vietnamese with the ability to present, defend design concepts, conduct client facing discussions and facilitation workshops.
Strategic Thinking: A deep understanding of user-centered design principles, product strategy, and business goals.",['IT Services and IT Consulting'],25/11/2025 18:12
Business Analyst,Viettel Software Services (A Member of Viettel Group),"700 - 2,000 USD",Business Analyst,At office,"['Business Analysis', 'Figma', 'Database', 'SQL']","36A Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi","Có ít nhất 1 năm kinh nghiệm ở vị trí BA.
Hiểu biết về quy trình phát triển phần mềm. 
Hiểu biết về nhiệm vụ của người thực hiện phân tích yêu cầu. Có khả năng tìm kiếm, thu thập và tổng hợp thông tin yêu cầu nghiệp vụ của khách hàng.
Có kỹ năng khảo sát và thu thập yêu cầu.
Có khả năng viết tài liệu URD, SRS.
Có khả năng thiết kế Protype, WireFrame.
Có khản năng nghiệm thu Graphic Design.
Có kỹ năng SQL Cơ bản, biết xây dựng thực thể DB lưu trữ.
Có khả năng xây dựng chương trình, tài liệu và thực hiện đào tạo và thuyết trình, đào tạo.
Có kinh nghiệm về CSS,Jquery,html,javascript,bootrap... là một lợi thế.
Ưu tiên các ứng viên có kinh nghiệm lập trình, thiết kế CSDL",['Software Products and Web Services'],25/11/2025 17:12
Data Analyst,Viettel Software Services (A Member of Viettel Group),"1,000 - 2,000 USD",Data Analyst,At office,"['Python', 'Data Analysis', 'ETL', 'Spark', 'Power BI', 'SQL']","36A Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Cau Giay, Ha Noi","Tốt nghiệp Đại học trở lên chuyên ngành: Khoa học dữ liệu, Khoa học máy tính, CNTT, Toán học ứng dụng, Điện tử viễn thông hoặc chuyên ngành khác liên quan
Kiến thức về thống kê, các phương pháp phân tích đánh giá dựa trên thống kê.
Kiến thức về các dạng bài toán phân tích dữ liệu và đầu ra đánh giá model tương ứng
Kiến thức về phân tích khám phá dữ liệu (Exploratory Data Analysis - EDA)
Kỹ năng sử dụng ngôn ngữ SQL
Kiến thức về các loại CSDL (RDBMS, NoSQL, ...) là một điểm cộng
Kiến thức về xử lý dữ liệu phân tán, xử lý dữ liệu lớn (Hadoop, Spark) là một điểm cộng
Kỹ năng sử dụng một công cụ trực quan hóa dữ liệu (Tableau, QLikView, PowerBI,...)
Kỹ năng giao tiếp, thuyết trình, trình bày vấn đề trực quan, ngắn gọn, hiệu quả",['Software Products and Web Services'],25/11/2025 17:12
Talented Developers (C++ or C#),Koh Young Technology Inc,"500 - 2,000 USD",Desktop Application Developer,At office,"['C++', 'SQL', 'MFC', '.NET', 'C#']","17F, Discovery bldg, 302 (SW & UX team), Cau Giay, Ha Noi","C++ Developer
3+ years of hands-on experience with C++
Experience in Windows desktop application development
Knowledge of OOP (Object-Oriented Programming) and design patterns
Familiarity with network communication (TCP/IP) and Client/Server architecture
SQL database experience (e.g. Microsoft SQL)
Experience using OpenGL, OpenCV, or other graphics libraries
C# Developer
3+ years of experience in C# / .NET / WPF
Strong understanding of MVVM, Dependency Injection, and multi-threading (Thread/Task)
Experience with 2D/3D graphics programming (GDI+, DirectX, OpenGL)
Comfortable working with SQL Lite / MS-SQL, and handling network communication
Familiarity with custom WPF controls, Prism, or SharpDX
Preferred Qualifications
Experience in Windows OS internals or performance optimization
Understanding or experience in the SMT domain (e.g. electronics manufacturing, inspection systems)
Background in starting new software projects from scratch
Familiarity with MFC, application performance tuning, or database schema design
Chinese Speaking","['IT Hardware and Computing', 'Manufacturing and Engineering', 'AI Software & Services']",25/11/2025 17:12
Automation Tester,Simpson Strong-Tie Vietnam,You'll love it,Automation Tester,Hybrid (flexible between home and office),"['Automation Test', 'C#', 'QA QC', 'JavaScript', 'Python', 'English']","9th Floor, Etown 6 Building, 364 Cong Hoa Street, Ward 13, Tan Binh District, Ho Chi Minh City, Tan Binh, Ho Chi Minh","Desired skills and experience: 
Bachelor's degree in computer science or information technology or software engineering 
2+ years of hands-on experience in Software Testing, with both manual and automation skills.
Experience in writing new manual test cases based on requirements.
Good knowledge of programming languages (preferably Python, C#, JavaScript)
Hands-on experience with automation tools and frameworks (e.g., Playwright, Selenium, Appium, Cypress) or commercial solutions like TestComplete.
In-depth knowledge of test automation principles, design patterns, and best practices.
Experience with CI/CD pipelines (e.g., Azure DevOps) and source control systems (e.g., Bitbucket). 
Experience in API testing with tools like Postman and SoapUI. 
Experience with (or strong interest in) AI-driven testing frameworks and tools
Good logical thinking, design analysis, and ability to read and understand requirements or specifications.
Proactive and result-driven, with organizational skills.
Good English written and verbal communication skills.
Nice to have:
Experience with performance testing tools (e.g., JMeter, Locust).
Familiarity with security testing practices (e.g., vulnerability scanning, penetration testing)
Experience with external cloud testing solutions such as BrowserStack.",['Software Products and Web Services'],25/11/2025 17:12
Automation Tester,Simpson Strong-Tie Vietnam,You'll love it,Automation Tester,Hybrid (flexible between home and office),"['Automation Test', 'C#', 'QA QC', 'JavaScript', 'Python', 'English']","9th Floor, Etown 6 Building, 364 Cong Hoa Street, Ward 13, Tan Binh District, Ho Chi Minh City, Tan Binh, Ho Chi Minh","Desired skills and experience: 
Bachelor's degree in computer science or information technology or software engineering 
2+ years of hands-on experience in Software Testing, with both manual and automation skills.
Experience in writing new manual test cases based on requirements.
Good knowledge of programming languages (preferably Python, C#, JavaScript)
Hands-on experience with automation tools and frameworks (e.g., Playwright, Selenium, Appium, Cypress) or commercial solutions like TestComplete.
In-depth knowledge of test automation principles, design patterns, and best practices.
Experience with CI/CD pipelines (e.g., Azure DevOps) and source control systems (e.g., Bitbucket). 
Experience in API testing with tools like Postman and SoapUI. 
Experience with (or strong interest in) AI-driven testing frameworks and tools
Good logical thinking, design analysis, and ability to read and understand requirements or specifications.
Proactive and result-driven, with organizational skills.
Good English written and verbal communication skills.
Nice to have:
Experience with performance testing tools (e.g., JMeter, Locust).
Familiarity with security testing practices (e.g., vulnerability scanning, penetration testing)
Experience with external cloud testing solutions such as BrowserStack.",['Software Products and Web Services'],25/11/2025 17:12
"Vision Engineer (C++, C#, Python)",Koh Young Technology Inc,"800 - 2,000 USD",AI / Machine Learning Engineer,At office,"['C++', 'C#', 'Machine Learning', 'OOP', 'Jira', 'Python']","Trang An Complex bldg, CT1, 1 Phùng Chí Kiên (TS & TQA team), Cau Giay, Ha Noi","Experience in software development using C++/C#/Python (3+ YoE)
Good knowledge about OOP, Data Structure, Design Pattern, UML
Experience in multi-threading, multi-processing
Experience in using source version control (Git, SVN) and management tool (Jira, Jenkins, …)
Experience in Digital/Signal Processing, especially on Computer Vision & Image Processing. (OpenCV, IPP, …)
Good knowledge on Machine learning (ML) techniques.","['IT Hardware and Computing', 'Manufacturing and Engineering', 'AI Software & Services']",25/11/2025 17:12
Senior Backend Platform Developer (Python/ Golang),OLLI,You'll love it,Backend Developer,At office,"['Python', 'AI', 'AWS', 'Kubernetes', 'DevOps', 'Golang']","96 Nguyễn Thị Minh Khai, Phường Võ Thị Sáu, District 3, Ho Chi Minh","Qualifications:
4+ years of professional backend development experience
Strong proficiency in Python or Golang
Experience building REST APIs and gRPC services
Hands-on experience integrating or deploying LLM models (OpenAI, vLLM, Ollama, HuggingFace, etc.)
Familiarity with LangChain, LlamaIndex, or similar frameworks
Strong experience with PostgreSQL, Redis, and Elasticsearch
Solid DevOps experience (CI/CD, observability, automation)
Proficient with Kubernetes (deployments, scaling, Helm, debugging)
Experience with AWS or GCP cloud environments
Why Join Us?
Work with cutting-edge AI and LLM technologies
Build mission-critical, highly scalable systems
Opportunity to shape architecture and contribute to core engineering decisions
Competitive salary, growth opportunities, and a collaborative environment","['IT Services and IT Consulting', 'AI Software & Services']",25/11/2025 16:12
Senior iOS Developer (Swift),TymeX,You'll love it,Mobile Application Developer,Hybrid (flexible between home and office),"['iOS', 'Firebase', 'Objective C', 'Mobile Apps', 'Swift']","Level 6-7, East Tower, Lumiere Riverside, 277 Vo Nguyen Giap, An Khanh Ward, Thu Duc City, Ho Chi Minh","Technical Skills:
At least 3 years of experience in iOS development with Swift.
Having experience developing both Android and iOS applications is a plus.
Willingness to learn Android stuff and apply it to feature development.
iOS Experience that demonstrates learning & application of the latest native technology: Swift UI, Swift Package Manager, and keeping up with WWDC updates.
Having an app in Google Play or the Apple App Store is a plus.
Having experience in KMM development is a big plus.
Having experience integrating mobile apps with web services, such as Firebase.
Having experience in automation tests and unit tests.
Having experience in memory and performance solving.
Having experience with Dexguard, Proguard, or Dexprotector is a plus.
Having experience with Design System is a plus.
Having experience with Feature Flagging is a plus, such as Firebase, LaunchDarkly.
Must have experience developing for multiple screen sizes and densities.
Experience with developing custom UI for native components.
Familiar with trending frameworks and libraries.
Good at finding and using third-party open-source libraries.
 Soft skills:
Strong willingness to learn new practices and technologies.
Able to work well in the team and willing to mentor/coach others.
Exceptional interpersonal skills, including facilitation and negotiation.
Understanding and experience of Agile methodology.
Experience in working across several technical domains with the ability to ‘deep dive’ where required and ensure correct solutions are implemented.
Ability to translate technical talk to the business.
Ability to deliver convincing presentations that provide significant insight and generate consensus and buy-in.","['Banking', 'Software Products and Web Services', 'Financial Services']",25/11/2025 16:12
