job_names,job_group,level,salary,work_mode,domain_list,domain_group,skills_list,languages,tools,frameworks,libraries,programming_languages,others,company_names,city,post_date
Manual Tester,QA / Tester,junior,Up to $1000,At office,['Professional Services'],['Professional / Services'],"['Tester', 'QA QC']",,,,,,"['Tester', 'QA QC']",LuatVietnam,Ha Noi,2025-10-25
Product Manager,Manager / Lead,lead,Up to $1020,At office,"['Blockchain & Web3 Services', 'Software Products and Web Services']","['IT & Software', 'AI / Emerging Tech']","['Blockchain', 'Leadership', 'Product Management']",,,,,,"['Blockchain', 'Leadership', 'Product Management']",Antora Technology,Ha Noi,2025-10-25
Smart Contract Developer,Other,senior,Up to $1224,At office,"['Blockchain & Web3 Services', 'Software Products and Web Services']","['IT & Software', 'AI / Emerging Tech']","['Smart contracts', 'Blockchain', 'AI', 'Automation Test', 'Rust', 'Solidity']",,,,,['Rust'],"['Smart contracts', 'Blockchain', 'AI', 'Automation Test', 'Solidity']",Antora Technology,Ha Noi,2025-10-25
Fullstack Developer,Fullstack Developer,junior,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['NodeJS', 'Python', 'MySQL', 'Cloud', 'Java', 'Ruby on Rails']",,['MySQL'],['Ruby on Rails'],,"['Python', 'Java']","['NodeJS', 'Cloud']",CÔNG TY CỔ PHẦN THƯƠNG MẠI KỸ THUẬT HẢI ANH,Ha Noi,2025-10-25
Project Manager,Manager / Lead,mid,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Project Management', 'Odoo', 'Business Analysis', 'ERP', 'English']",['English'],,,,,"['Project Management', 'Odoo', 'Business Analysis', 'ERP']",Trobz,Ho Chi Minh,2025-10-25
Enterprise Application Developer (CRM),Backend Developer,Unknown,Unknown,At office,['Telecommunication'],['Telecom'],"['Java', 'SQL', 'English']",['English'],,,,"['Java', 'SQL']",,Compax,Ha Noi,2025-10-25
AI / Machine Learning Engineer,Data / AI,Unknown,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['AI', 'Database', 'Deep Learning', 'Java', 'Python', 'Machine Learning']",,,,,"['Java', 'Python']","['AI', 'Database', 'Deep Learning', 'Machine Learning']",Công ty TNHH Tư vấn và Phát triển Dịch vụ Công nghệ Lâm Hải,Ha Noi,2025-10-25
Backend Developer,Backend Developer,fresher,Unknown,Hybrid,['Education and Training'],['Education / NGO'],"['PHP', 'MySQL', 'Laravel', 'Drupal', 'Joomla', 'CRM']",,['MySQL'],['Laravel'],,['PHP'],"['Drupal', 'Joomla', 'CRM']",Công ty Cổ Phần Công nghệ Giáo dục DOTB,Ho Chi Minh,2025-10-25
Backend Developer,Backend Developer,fresher,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['.NET', 'MySQL', 'SQL', 'MVC', 'C#', 'ASP.NET']",,['MySQL'],"['.NET', 'MVC', 'ASP.NET']",,"['SQL', 'C#']",,Công ty TNHH Tư vấn và Phát triển Dịch vụ Công nghệ Lâm Hải,Ha Noi,2025-10-25
Backend Developer,Backend Developer,mid,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Java', 'AWS', 'API', 'Git', 'PostgreSql', 'Spring Boot']",,"['AWS', 'API', 'Git', 'PostgreSql']",['Spring Boot'],,['Java'],,APOLLOGIX,Ho Chi Minh,2025-10-25
Frontend Developer,Frontend Developer,mid,Unknown,Hybrid,['Banking'],['Finance'],"['ReactJS', 'TypeScript', 'Figma', 'CSS', 'English']",['English'],['Figma'],['ReactJS'],,"['TypeScript', 'CSS']",,Topicus Vietnam,Ho Chi Minh,2025-10-25
AI / Machine Learning Engineer,Data / AI,Unknown,Unknown,At office,"['IT Services and IT Consulting', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech']","['Deep Learning', 'AI', 'LLM', 'Data Science', 'Python', 'Machine Learning']",,,,,['Python'],"['Deep Learning', 'AI', 'LLM', 'Data Science', 'Machine Learning']",Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-10-25
Backend Developer,Backend Developer,mid,Unknown,Hybrid,['Software Products and Web Services'],['IT & Software'],"['Java', 'Elasticsearch', 'Redis', 'ReactJS', 'Cloud', 'NodeJS']",,"['Elasticsearch', 'Redis']",['ReactJS'],,['Java'],"['Cloud', 'NodeJS']",Renesas Design Vietnam,Ho Chi Minh,2025-10-25
Backend Developer,Backend Developer,mid,Unknown,Remote,['IT Services and IT Consulting'],['IT & Software'],"['JavaScript', 'AngularJS', 'ExpressJS', 'NestJS', 'English', 'TypeScript']",['English'],,"['AngularJS', 'ExpressJS', 'NestJS']",,"['JavaScript', 'TypeScript']",,H3Tech Inc.,Ho Chi Minh,2025-10-25
AI / Machine Learning Engineer,Data / AI,mid,Unknown,Hybrid,['AI Software & Services'],['AI / Emerging Tech'],"['AI', 'Azure', 'AWS', 'Machine Learning', 'LLM', 'Databricks']",,"['Azure', 'AWS', 'Databricks']",,,,"['AI', 'Machine Learning', 'LLM']",Renesas Design Vietnam,Ho Chi Minh,2025-10-25
Backend Developer,Backend Developer,senior,Up to $3000,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['AWS', 'Amazon RDS', 'AWS Lambda', 'SQL', 'C#', 'NodeJS']",,"['AWS', 'AWS Lambda']",,,"['SQL', 'C#']","['Amazon RDS', 'NodeJS']",TGL Solutions,Ho Chi Minh,2025-10-25
Banking & Financial Systems Developer,Other,principal,Unknown,At office,"['Insurance', 'Banking', 'Securities & Investment', 'Financial Services']",['Finance'],"['Java', 'SQL', 'Agile', 'Cloud', 'Azure']",,['Azure'],,,"['Java', 'SQL']","['Agile', 'Cloud']",Dai-ichi Life Việt Nam,Ho Chi Minh,2025-10-25
Fullstack Developer,Fullstack Developer,intern,Unknown,At office,"['E-commerce', 'IT Services and IT Consulting', 'Healthcare']","['IT & Software', 'Healthcare', 'Ecommerce & Retail']","['Java', 'Angular', 'ReactJS', 'Microservices', 'TypeScript', 'English']",['English'],,"['Angular', 'ReactJS']",,"['Java', 'TypeScript']",['Microservices'],Hitachi Digital Services,Ho Chi Minh,2025-10-24
DevOps Engineer,DevOps / Cloud,senior,Unknown,At office,['Software Development Outsourcing'],['IT & Software'],"['DevOps', 'Jenkins', 'CloudFormation', 'Terraform', 'API', 'Azure']",,"['Jenkins', 'Terraform', 'API', 'Azure']",,,,"['DevOps', 'CloudFormation']",Bosch Global Software Technologies Company Limited,Ho Chi Minh,2025-10-24
Game Developer,Game,Unknown,Up to $1224,At office,['Game'],['Gaming'],"['Games', 'MySQL', 'MongoDB', 'Spring Boot', 'Java']",,"['MySQL', 'MongoDB']",['Spring Boot'],,['Java'],['Games'],Apex Games,Ho Chi Minh,2025-10-24
Game Developer,Game,Unknown,Up to $816,At office,['Game'],['Gaming'],"['Games', 'Unity', 'API', 'C#']",,"['Unity', 'API']",,,['C#'],['Games'],Apex Games,Ho Chi Minh,2025-10-24
Business Analyst,Manager / Lead,Unknown,Unknown,At office,"['Banking', 'Financial Services']",['Finance'],"['Business Analysis', 'Project Management', 'Agile']",,,,,,"['Business Analysis', 'Project Management', 'Agile']",MB Bank,Ha Noi,2025-10-24
AI / Machine Learning Engineer,Data / AI,Unknown,Up to $1700,At office,['IT Services and IT Consulting'],['IT & Software'],"['Microsoft Power Apps', 'Sharepoint', 'PowerShell', 'Azure', 'AI', 'Power BI']",,"['PowerShell', 'Azure', 'Power BI']",,,,"['Microsoft Power Apps', 'Sharepoint', 'AI']",Beyondsoft Technology (Vietnam) Company Limited,Ho Chi Minh,2025-10-24
Backend Developer,Backend Developer,senior,Unknown,At office,"['E-commerce', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Ecommerce & Retail']","['.Net Core', 'C#', 'Software Architecture', 'AWS', 'Cloud']",,['AWS'],['.Net Core'],,['C#'],"['Software Architecture', 'Cloud']",Creative Force,Ha Noi,2025-10-24
Backend Developer,Backend Developer,junior,Up to $1500,At office,['E-commerce'],['Ecommerce & Retail'],"['Ruby on Rails', 'TypeScript', 'NodeJS', 'Ruby']",,,['Ruby on Rails'],,"['TypeScript', 'Ruby']",['NodeJS'],HipVan,Ho Chi Minh,2025-10-24
Frontend Developer,Frontend Developer,senior,Up to $4000,At office,['E-commerce'],['Ecommerce & Retail'],"['Team Management', 'TypeScript', 'CSS', 'HTML', 'ReactJS', 'JavaScript']",,,['ReactJS'],,"['TypeScript', 'CSS', 'HTML', 'JavaScript']",['Team Management'],HipVan,Ho Chi Minh,2025-10-24
Network Engineer,Other,fresher,Up to $770,Hybrid,"['IT Hardware and Computing', 'IT Services and IT Consulting', 'Network and Infrastructure']",['IT & Software'],"['System Admin', 'Networking', 'English']",['English'],,,,,"['System Admin', 'Networking']",BYCN IT Vietnam,Ho Chi Minh,2025-10-24
Fullstack Developer,Fullstack Developer,senior,Unknown,Hybrid,"['IT Hardware and Computing', 'IT Services and IT Consulting', 'Software Products and Web Services']",['IT & Software'],"['.NET', 'Design Systems', 'ReactJS', 'C#', 'Microservices', 'English']",['English'],,"['.NET', 'ReactJS']",,['C#'],"['Design Systems', 'Microservices']",HRS Group,Ho Chi Minh,2025-10-24
Game Developer,Game,mid,Up to $1000,At office,['Game'],['Gaming'],"['Unity', 'Scrum', 'Agile', 'English', 'Games', 'C#']",['English'],['Unity'],,,['C#'],"['Scrum', 'Agile', 'Games']",Athena Studio,Ho Chi Minh,2025-10-24
Embedded Engineer,Embedded / Firmware,intern,Unknown,At office,['Cyber Security'],['IT & Software'],"['Embedded', 'C++', 'English', 'Python', 'Cybersecurity', 'Embedded C']",['English'],,,,"['C++', 'Python', 'Embedded C']","['Embedded', 'Cybersecurity']",Bosch Global Software Technologies Company Limited,Ha Noi,2025-10-24
Manual Tester,QA / Tester,Unknown,Up to $600,At office,['Game'],['Gaming'],"['QA QC', 'Scrum', 'Agile', 'Mobile Apps', 'Games', 'Tester']",,,,,,"['QA QC', 'Scrum', 'Agile', 'Mobile Apps', 'Games', 'Tester']",Athena Studio,Ho Chi Minh,2025-10-24
DevOps Engineer,DevOps / Cloud,senior,Unknown,At office,['E-commerce'],['Ecommerce & Retail'],"['DevOps', 'AWS', 'Agile']",,['AWS'],,,,"['DevOps', 'Agile']",Mercatus,Ho Chi Minh,2025-10-24
Backend Developer,Backend Developer,Unknown,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['NodeJS', 'API', 'MySQL', 'Spring', 'TypeScript', 'JavaScript']",,"['API', 'MySQL']",['Spring'],,"['TypeScript', 'JavaScript']",['NodeJS'],CÔNG TY TNHH TECH MOJO,Da Nang,2025-10-24
DevOps Engineer,DevOps / Cloud,mid,Up to $3000,At office,"['Food and Beverage', 'Software Products and Web Services']","['IT & Software', 'Hospitality / F&B']","['DevOps', 'Docker', 'TypeScript', 'AWS']",,"['Docker', 'AWS']",,,['TypeScript'],['DevOps'],MenuCoster,Ho Chi Minh,2025-10-23
Manager,Manager / Lead,mid,Unknown,At office,"['Blockchain & Web3 Services', 'IT Services and IT Consulting', 'Transportation, Logistics and Warehouse', 'Software Products and Web Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Logistics']","['Software Architecture', 'Mobile Apps', 'Microservices', 'Flutter', 'Android', 'iOS']",,,['Flutter'],,,"['Software Architecture', 'Mobile Apps', 'Microservices', 'Android', 'iOS']",Be Group,Ho Chi Minh,2025-10-23
Scrum Master / Agile Coach,Manager / Lead,senior,Unknown,At office,['Banking'],['Finance'],"['Project Management', 'English', 'Scrum', 'Agile']",['English'],,,,,"['Project Management', 'Scrum', 'Agile']",Capgemini Vietnam,Ho Chi Minh,2025-10-23
Software Engineer in Test (SDET),QA / Tester,mid,Unknown,At office,"['Banking', 'Securities & Investment', 'Financial Services']",['Finance'],"['Tester', 'Agile']",,,,,,"['Tester', 'Agile']",SSI Securities Corporation,Ha Noi,2025-10-23
Backend Developer,Backend Developer,principal,Up to $2500,At office,['E-commerce'],['Ecommerce & Retail'],"['Magento', 'PHP']",,,,,['PHP'],['Magento'],CÔNG TY TNHH LOTTE INNOVATE VIỆT NAM,Ho Chi Minh,2025-10-23
Software/Technical Architect,Manager / Lead,junior,Unknown,At office,"['Banking', 'Securities & Investment', 'Financial Services']",['Finance'],"['NodeJS', 'Express']",,,['Express'],,,['NodeJS'],SSI Securities Corporation,Ha Noi,2025-10-23
Fullstack Developer,Fullstack Developer,senior,Unknown,Hybrid,"['IT Services and IT Consulting', 'Software Products and Web Services', 'Professional Services', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Professional / Services']","['Java', 'AI', 'Kafka', 'PostgreSql', 'TypeScript', 'ReactJS']",,"['Kafka', 'PostgreSql']",['ReactJS'],,"['Java', 'TypeScript']",['AI'],Katalon,Ho Chi Minh,2025-10-23
Software Engineer in Test (SDET),QA / Tester,junior,Unknown,At office,"['Banking', 'Securities & Investment', 'Financial Services']",['Finance'],"['Automation Test', 'Robotic Process Automation (RPA)', 'Tester']",,,,,,"['Automation Test', 'Robotic Process Automation (RPA)', 'Tester']",SSI Securities Corporation,Ha Noi,2025-10-23
UX/UI Designer,UX/UI Designer,mid,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['UI-UX', 'Prototyping', 'Mockups', 'Design Systems', 'Figma', 'Design']",,['Figma'],,,,"['UI-UX', 'Prototyping', 'Mockups', 'Design Systems', 'Design']",Bolt Tech,Ha Noi,2025-10-23
Frontend Developer,Frontend Developer,senior,Unknown,Hybrid,"['IT Hardware and Computing', 'IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services']",['IT & Software'],"['JavaScript', 'HTML', 'CSS', 'NextJS', 'ReactJS']",,,"['NextJS', 'ReactJS']",,"['JavaScript', 'HTML', 'CSS']",,NAVER VIETNAM,Ho Chi Minh,2025-10-23
Product Manager,Manager / Lead,mid,Unknown,At office,"['E-commerce', 'Retail and Wholesale', 'Financial Services']","['Finance', 'Ecommerce & Retail']","['Product Management', 'UI-UX', 'User Journey Mapping', 'Product strategy', 'Data-driven']",,,,,,"['Product Management', 'UI-UX', 'User Journey Mapping', 'Product strategy', 'Data-driven']",Crossian,Ho Chi Minh,2025-10-23
Mobile Application Developer,Backend Developer,junior,Unknown,At office,['Software Products and Web Services'],['IT & Software'],"['Android', 'Kotlin', 'MVVM', 'Git', 'OOP', 'Java']",,['Git'],['MVVM'],,"['Kotlin', 'Java']","['Android', 'OOP']",JoySoft Go,Ha Noi,2025-10-23
Product Manager,Manager / Lead,mid,Unknown,At office,"['IT Services and IT Consulting', 'Software Development Outsourcing', 'Software Products and Web Services', 'Facility Management', 'AI Software & Services']","['IT & Software', 'AI / Emerging Tech', 'Real Estate / Construction']","['Product Management', 'Business Analysis', 'Product Owner', 'Figma', 'Product Design', 'UI-UX']",,['Figma'],,,,"['Product Management', 'Business Analysis', 'Product Owner', 'Product Design', 'UI-UX']",Robust Tech House,Ho Chi Minh,2025-10-23
Manual Tester,QA / Tester,intern,Unknown,At office,['IT Hardware and Computing'],['IT & Software'],"['Tester', 'Embedded', 'C++']",,,,,['C++'],"['Tester', 'Embedded']",Samsung Electronics HCMC CE Complex,Ho Chi Minh,2025-10-23
Fullstack Developer,Fullstack Developer,Unknown,Unknown,At office,"['IT Hardware and Computing', 'Manufacturing and Engineering', 'IT Services and IT Consulting', 'Software Products and Web Services']","['IT & Software', 'Engineering / Manufacturing']","['JavaScript', 'HTML', 'Linux', 'Database', 'NodeJS', 'Python']",,,,,"['JavaScript', 'HTML', 'Python']","['Linux', 'Database', 'NodeJS']",Panasonic Vietnam Group – Panasonic R&D Center Vietnam (PRDCV),Ha Noi,2025-10-23
"C-level (CTO, CIO, CISO, CDO)",Other,lead,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['DevOps', 'Cloud', 'Fullstack', 'Leadership', 'Team Management', 'AI']",,,,,,"['DevOps', 'Cloud', 'Fullstack', 'Leadership', 'Team Management', 'AI']",ElectHQ,Ho Chi Minh,2025-10-22
Automation Tester,QA / Tester,mid,Unknown,At office,"['Software Products and Web Services', 'Financial Services']","['Finance', 'IT & Software']","['Tester', 'Selenium', 'Cucumber', 'Automation Test', 'QA QC', 'Java']",,,['Cucumber'],['Selenium'],['Java'],"['Tester', 'Automation Test', 'QA QC']",Floating Cube Studios,Ho Chi Minh,2025-10-22
Mobile Application Developer,Backend Developer,mid,Unknown,At office,"['Software Products and Web Services', 'Financial Services']","['Finance', 'IT & Software']","['Android', 'Mobile Apps', 'Flutter', 'Java', 'Kotlin']",,,['Flutter'],,"['Java', 'Kotlin']","['Android', 'Mobile Apps']",Floating Cube Studios,Ho Chi Minh,2025-10-22
DevOps Engineer,DevOps / Cloud,mid,Unknown,At office,['AI Software & Services'],['AI / Emerging Tech'],"['DevOps', 'CI/CD', 'Kubernetes', 'GCP']",,"['Kubernetes', 'GCP']",,,,"['DevOps', 'CI/CD']",Vulcan Labs,Ho Chi Minh,2025-10-22
DevOps Engineer,DevOps / Cloud,mid,Up to $1500,Hybrid,['Game'],['Gaming'],"['DevOps', 'CI/CD', 'Kubernetes', 'Networking', 'Cloud', 'AWS']",,"['Kubernetes', 'AWS']",,,,"['DevOps', 'CI/CD', 'Networking', 'Cloud']",QUANTICO GAMES,Ha Noi,2025-10-22
Mobile Application Developer,Backend Developer,principal,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Android', 'MVVM', 'Figma', 'Kotlin']",,['Figma'],['MVVM'],,['Kotlin'],['Android'],MEGAZONE,Ha Noi,2025-10-22
Fullstack Developer,Fullstack Developer,junior,Unknown,At office,['Publishing and Printing'],['Other'],"['Mockups', 'UI-UX', 'Figma', 'API', 'NodeJS']",,"['Figma', 'API']",,,,"['Mockups', 'UI-UX', 'NodeJS']",SenPrints,Ha Noi,2025-11-25
Manager,Manager / Lead,mid,Unknown,Remote,['IT Services and IT Consulting'],['IT & Software'],"['Project Management', 'English', 'Team Management', 'MVP', 'Agile']",['English'],,['MVP'],,,"['Project Management', 'Team Management', 'Agile']",H3Tech Inc.,Ho Chi Minh,2025-11-21
Software/Technical Architect,Manager / Lead,Unknown,Unknown,At office,['IT Services and IT Consulting'],['IT & Software'],"['Kotlin', 'English', 'Blockchain', 'OOP']",['English'],,,,['Kotlin'],"['Blockchain', 'OOP']",DXD LABS COMPANY LIMITED,Ho Chi Minh,2025-11-23
Business Analyst,Manager / Lead,junior,Up to $3500,At office,['Healthcare'],['Healthcare'],"['Business Analysis', 'SAP', 'Odoo', 'ERP', 'SQL', 'Figma']",,"['SAP', 'Figma']",,,['SQL'],"['Business Analysis', 'Odoo', 'ERP']",MediS,Ho Chi Minh,2025-11-15
Frontend Developer,Frontend Developer,fresher,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['JavaScript', 'Redux', 'NextJS', 'ReactJS']",,,"['Redux', 'NextJS', 'ReactJS']",,['JavaScript'],,CÔNG TY CỔ PHẦN CÔNG NGHỆ TINKTALK,Ha Noi,2025-11-15
Backend Developer,Backend Developer,fresher,Unknown,Hybrid,['IT Services and IT Consulting'],['IT & Software'],"['NodeJS', 'Database', 'API', 'Spring Boot', 'PHP']",,['API'],['Spring Boot'],,['PHP'],"['NodeJS', 'Database']",CÔNG TY CỔ PHẦN CÔNG NGHỆ TINKTALK,Ha Noi,2025-11-15
Backend Developer,Backend Developer,mid,Unknown,At office,['E-commerce'],['Ecommerce & Retail'],"['NodeJS', 'Redis', 'MySQL', 'PostgreSql', 'ExpressJS', 'NestJS']",,"['Redis', 'MySQL', 'PostgreSql']","['ExpressJS', 'NestJS']",,,['NodeJS'],Eazylab VietNam,Ho Chi Minh,2025-11-15
